cs_year,date_occur,crime,description,ileads_address,ileads_street,address,address_norm
2012,06/13/2012 03:29,10000,HOMICIDE,3660,MONTANA ST,3660 MONTANA ST,3660 Montana St
2012,06/15/2012 23:22,10000,HOMICIDE,5973,GOODFELLOW BLVD,5973 GOODFELLOW BLVD,5973 Goodfellow Blvd
2012,06/15/2012 23:25,10000,HOMICIDE,1901,SAINT LOUIS AVE,1901 SAINT LOUIS AVE,1901 Saint Louis Ave
2012,06/20/2012 22:06,10000,HOMICIDE,1530,N 20TH ST,1530 N 20TH ST,1530 N 20th St
2012,06/26/2012 01:35,10000,HOMICIDE,5731,DR MARTIN LUTHER KIN,5731 DR MARTIN LUTHER KIN,5731 Dr Martin Luther King
2012,06/27/2012 23:35,10000,HOMICIDE,3838,LOUISIANA AVE,3838 LOUISIANA AVE,3838 Louisiana Ave
2012,06/28/2012 19:13,10000,HOMICIDE,7039,MITCHELL AVE,7039 MITCHELL AVE,7039 Mitchell Ave
2012,07/03/2012 18:10,10000,HOMICIDE,3224,JANUARY AVE,3224 JANUARY AVE,3224 January Ave
2012,07/03/2012 18:10,10000,HOMICIDE,3224,JANUARY AVE,3224 JANUARY AVE,3224 January Ave
2012,07/03/2012 21:50,10000,HOMICIDE,5467,QUEENS AVE,5467 QUEENS AVE,5467 Queens Ave
2012,07/08/2012 03:05,10000,HOMICIDE,5074,GENEVIEVE AVE,5074 GENEVIEVE AVE,5074 Genevieve Ave
2012,07/10/2012 12:05,10000,HOMICIDE,6250,FAMOUS AVE,6250 FAMOUS AVE,6250 Famous Ave
2012,07/11/2012 15:55,10000,HOMICIDE,2049,E JOHN AVE,2049 E JOHN AVE,2049 E John Ave
2012,07/12/2012 03:00,10000,HOMICIDE,2022,E JOHN AVE,2022 E JOHN AVE,2022 E John Ave
2012,07/12/2012 21:35,10000,HOMICIDE,2835,PENNSYLVANIA AVE,2835 PENNSYLVANIA AVE,2835 Pennsylvania Ave
2012,07/15/2012 00:03,10000,HOMICIDE,1224,N 15TH ST,1224 N 15TH ST,1224 N 15th St
2012,07/15/2012 11:30,10000,HOMICIDE,5916,NATURAL BRIDGE AVE,5916 NATURAL BRIDGE AVE,5916 Natural Bridge Ave
2012,07/19/2012 23:25,10000,HOMICIDE,5909,LALITE AVE,5909 LALITE AVE,5909 Lalite Ave
2012,07/21/2012 22:46,10000,HOMICIDE,2835,PENNSYLVANIA AVE,2835 PENNSYLVANIA AVE,2835 Pennsylvania Ave
2012,07/26/2012 21:15,10000,HOMICIDE,3325,MIAMI ST,3325 MIAMI ST,3325 Miami St
2012,07/26/2012 21:15,10000,HOMICIDE,3325,MIAMI ST,3325 MIAMI ST,3325 Miami St
2012,07/30/2012 18:49,10000,HOMICIDE,5151,HIGHLAND AVE,5151 HIGHLAND AVE,5151 Highland Ave
2012,07/31/2012 01:05,10000,HOMICIDE,5117,HIGHLAND,5117 HIGHLAND,5117 Highland
2012,08/01/2012 02:00,10000,HOMICIDE,3900,N GARRISON AVE,3900 N GARRISON AVE,3900 N Garrison Ave
2012,08/01/2012 02:30,10000,HOMICIDE,4829,KOSSUTH AVE,4829 KOSSUTH AVE,4829 Kossuth Ave
2012,08/06/2012 17:15,10000,HOMICIDE,4525,MARY AVE,4525 MARY AVE,4525 Mary Ave
2012,08/06/2012 17:46,10000,HOMICIDE,5476,GENEVIEVE AVE,5476 GENEVIEVE AVE,5476 Genevieve Ave
2012,08/10/2012 23:05,10000,HOMICIDE,5545,BARTMER AVE,5545 BARTMER AVE,5545 Bartmer Ave
2012,08/11/2012 01:45,10000,HOMICIDE,0,I 70 EASTBOUND / E G,I 70 EASTBOUND / E G,I 70 Eastbound at E G
2012,08/18/2012 14:20,10000,HOMICIDE,301,N TAYLOR AVE,301 N TAYLOR AVE,301 N Taylor Ave
2012,08/19/2012 17:10,10000,HOMICIDE,4563,DAVISON AVE,4563 DAVISON AVE,4563 Davison Ave
2012,08/19/2012 21:10,10000,HOMICIDE,3305,KEOKUK ST,3305 KEOKUK ST,3305 Keokuk St
2012,08/29/2012 11:17,10000,HOMICIDE,3621,IRON,3621 IRON,3621 Iron
2012,08/29/2012 21:16,10000,HOMICIDE,2720,KEOKUK ST,2720 KEOKUK ST,2720 Keokuk St
2012,08/30/2012 03:01,10000,HOMICIDE,5823,ERA AVE,5823 ERA AVE,5823 Era Ave
2012,9/4/2012 20:47,10000,HOMICIDE,500,WASHINGTON AVE,500 WASHINGTON AVE,500 Washington Ave
2012,9/7/2012 10:51,10000,HOMICIDE,923,HORNSBY AVE,923 HORNSBY AVE,923 Hornsby Ave
2012,9/10/2012 1:02,10000,HOMICIDE,5632,HILLER PL,5632 HILLER PL,5632 Hiller Pl
2012,9/10/2012 1:03,10000,HOMICIDE,6011,PENNSYLVANIA AVE,6011 PENNSYLVANIA AVE,6011 Pennsylvania Ave
2012,9/10/2012 14:05,10000,HOMICIDE,4755,NEWBERRY TER,4755 NEWBERRY TER,4755 Newberry Ter
2012,9/12/2012 23:00,10000,HOMICIDE,801,N 11TH ST,801 N 11TH ST,801 N 11th St
2012,9/20/2012 0:30,10000,HOMICIDE,3751,DELOR ST,3751 DELOR ST,3751 Delor St
2012,9/24/2012 21:30,10000,HOMICIDE,4900,DR MARTIN LUTHER KIN,4900 DR MARTIN LUTHER KIN,4900 Dr Martin Luther King
2012,9/29/2012 20:00,10000,HOMICIDE,9015,EDNA ST,9015 EDNA ST,9015 Edna St
2012,10/6/2012 15:00,10000,HOMICIDE,956,HAMILTON AVE,956 HAMILTON AVE,956 Hamilton Ave
2012,10/8/2012 21:30,10000,HOMICIDE,3456,PENNSYLVANIA AVE,3456 PENNSYLVANIA AVE,3456 Pennsylvania Ave
2012,10/10/2012 9:30,10000,HOMICIDE,4600,RIVERVIEW BLVD,4600 RIVERVIEW BLVD,4600 Riverview Blvd
2012,10/10/2012 23:49,10000,HOMICIDE,5590,W FLORISSANT AVE,5590 W FLORISSANT AVE,5590 W Florissant Ave
2012,10/12/2012 9:00,10000,HOMICIDE,3531,CALIFORNIA AVE,3531 CALIFORNIA AVE,3531 California Ave
2012,10/19/2012 19:30,10000,HOMICIDE,3933,ASHLAND AVE,3933 ASHLAND AVE,3933 Ashland Ave
2012,10/27/2012 20:45,10000,HOMICIDE,2645,MINNESOTA AVE,2645 MINNESOTA AVE,2645 Minnesota Ave
2012,11/3/2012 9:30,10000,HOMICIDE,2016,E OBEAR AVE,2016 E OBEAR AVE,2016 E Obear Ave
2012,11/10/2012 0:25,10000,HOMICIDE,5860,DELMAR BLVD,5860 DELMAR BLVD,5860 Delmar Blvd
2012,11/10/2012 21:00,10000,HOMICIDE,5977,LALITE AVE,5977 LALITE AVE,5977 Lalite Ave
2012,11/13/2012 13:05,10000,HOMICIDE,707,N KINGSHIGHWAY BLVD,707 N KINGSHIGHWAY BLVD,707 N Kingshighway Blvd
2012,11/15/2012 0:01,10000,HOMICIDE,2410,N GRAND BLVD,2410 N GRAND BLVD,2410 N Grand Blvd
2012,11/21/2012 19:42,10000,HOMICIDE,4250,E MARGARETTA AVE,4250 E MARGARETTA AVE,4250 E Margaretta Ave
2012,12/3/2012 19:15,10000,HOMICIDE,3710,DARBY ST,3710 DARBY ST,3710 Darby St
2012,12/5/2012 0:43,10000,HOMICIDE,956,BATES ST,956 BATES ST,956 Bates St
2012,12/8/2012 0:24,10000,HOMICIDE,3831,MERAMEC ST,3831 MERAMEC ST,3831 Meramec St
2012,12/8/2012 17:05,10000,HOMICIDE,5345,THEKLA AVE,5345 THEKLA AVE,5345 Thekla Ave
2012,12/10/2012 21:01,10000,HOMICIDE,5445,PAGE BLVD,5445 PAGE BLVD,5445 Page Blvd
2012,12/13/2012 17:55,10000,HOMICIDE,4346,C D BANKS AVE,4346 C D BANKS AVE,4346 C D Banks Ave
2012,12/19/2012 22:45,10000,HOMICIDE,4855,NORTHLAND AVE,4855 NORTHLAND AVE,4855 Northland Ave
2012,12/23/2012 19:23,10000,HOMICIDE,3132,CHIPPEWA ST,3132 CHIPPEWA ST,3132 Chippewa St
2012,12/27/2012 5:51,10000,HOMICIDE,6644,OAKLAND AVE,6644 OAKLAND AVE,6644 Oakland Ave
2013,01/03/2013 02:00,10000,HOMICIDE,1034,TILLIE,1034 TILLIE,1034 Tillie
2013,01/03/2013 18:00,10000,HOMICIDE,5190,KENSINGTON AVE,5190 KENSINGTON AVE,5190 Kensington Ave
2013,01/03/2013 18:58,10000,HOMICIDE,3956,S GRAND BLVD,3956 S GRAND BLVD,3956 S Grand Blvd
2013,01/08/2013 13:00,10000,HOMICIDE,4452,ELMBANK AVE,4452 ELMBANK AVE,4452 Elmbank Ave
2013,01/12/2013 04:35,10000,HOMICIDE,5550,PARTRIDGE AVE,5550 PARTRIDGE AVE,5550 Partridge Ave
2013,01/12/2013 22:10,10000,HOMICIDE,5934,SHERRY AVE,5934 SHERRY AVE,5934 Sherry Ave
2013,01/13/2013 22:20,10000,HOMICIDE,6301,LAURA AVE,6301 LAURA AVE,6301 Laura Ave
2013,01/13/2013 23:08,10000,HOMICIDE,3625,N GARRISON AVE,3625 N GARRISON AVE,3625 N Garrison Ave
2013,01/15/2013 13:53,10000,HOMICIDE,9214,RIVERVIEW DR,9214 RIVERVIEW DR,9214 Riverview Dr
2013,01/15/2013 17:00,10000,HOMICIDE,4049,GILES AVE,4049 GILES AVE,4049 Giles Ave
2013,01/15/2013 20:45,10000,HOMICIDE,5072,ARLINGTON AVE,5072 ARLINGTON AVE,5072 Arlington Ave
2013,01/16/2013 23:40,10000,HOMICIDE,4055,S GRAND BLVD,4055 S GRAND BLVD,4055 S Grand Blvd
2013,01/19/2013 03:47,10000,HOMICIDE,3524,N KINGSHIGHWAY,3524 N KINGSHIGHWAY,3524 N Kingshighway
2013,01/24/2013 23:50,10000,HOMICIDE,2849,OSCEOLA ST,2849 OSCEOLA ST,2849 Osceola St
2013,01/25/2013 16:40,10000,HOMICIDE,5909,W FLORISSANT AVE,5909 W FLORISSANT AVE,5909 W Florissant Ave
2013,01/25/2013 20:10,10000,HOMICIDE,2060,E DE SOTO AVE,2060 E DE SOTO AVE,2060 E De Soto Ave
2013,01/26/2013 07:53,10000,HOMICIDE,2028,E LINTON AVE,2028 E LINTON AVE,2028 E Linton Ave
2013,01/29/2013 21:03,10000,HOMICIDE,4031,N TAYLOR AVE,4031 N TAYLOR AVE,4031 N Taylor Ave
2013,02/04/2013 07:15,10000,HOMICIDE,4225,OBEAR AVE,4225 OBEAR AVE,4225 Obear Ave
2013,02/07/2013 18:02,10000,HOMICIDE,1100,N LEONOR K SULLIVAN,1100 N LEONOR K SULLIVAN,1100 N Leonor K Sullivan
2013,02/09/2013 14:30,10000,HOMICIDE,906,BARTON ST,906 BARTON ST,906 Barton St
2013,02/11/2013 22:50,10000,HOMICIDE,3221,NATURAL BRIDGE AVE,3221 NATURAL BRIDGE AVE,3221 Natural Bridge Ave
2013,02/12/2013 23:34,10000,HOMICIDE,200,WASHINGTON AVE,200 WASHINGTON AVE,200 Washington Ave
2013,02/15/2013 01:22,10000,HOMICIDE,3725,TENNESSEE AVE,3725 TENNESSEE AVE,3725 Tennessee Ave
2013,02/21/2013 14:20,10000,HOMICIDE,4335,WARNE AVE,4335 WARNE AVE,4335 Warne Ave
2013,02/28/2013 18:10,10000,HOMICIDE,4468,MARGARETTA AVE,4468 MARGARETTA AVE,4468 Margaretta Ave
2013,03/05/2013 13:15,10000,HOMICIDE,4622,TENNESSEE AVE,4622 TENNESSEE AVE,4622 Tennessee Ave
2013,03/07/2013 18:38,10000,HOMICIDE,2020,E ADELAIDE AVE,2020 E ADELAIDE AVE,2020 E Adelaide Ave
2013,03/09/2013 22:15,10000,HOMICIDE,8750,RIVERVIEW BLVD,8750 RIVERVIEW BLVD,8750 Riverview Blvd
2013,03/10/2013 01:50,10000,HOMICIDE,0,N 2ND ST / LACLEDES,N 2ND ST / LACLEDES,N 2nd St at Lacledes
2013,03/30/2013 21:30,10000,HOMICIDE,8929,RIVERVIEW DR,8929 RIVERVIEW DR,8929 Riverview Dr
2013,03/31/2013 01:00,10000,HOMICIDE,2276,S JEFFERSON AVE,2276 S JEFFERSON AVE,2276 S Jefferson Ave
2013,04/01/2013 22:15,10000,HOMICIDE,4339,WARNE AVE,4339 WARNE AVE,4339 Warne Ave
2013,04/21/2013 22:15,10000,HOMICIDE,4931,ARLINGTON AVE,4931 ARLINGTON AVE,4931 Arlington Ave
2013,04/23/2013 17:00,10000,HOMICIDE,1246,LEWIS ST,1246 LEWIS ST,1246 Lewis St
2013,04/24/2013 21:33,10000,HOMICIDE,732,CARR ST,732 CARR ST,732 Carr St
2013,05/02/2013 16:54,10000,HOMICIDE,2503,OHIO AVE,2503 OHIO AVE,2503 Ohio Ave
2013,05/07/2013 16:52,10000,HOMICIDE,4815,ANDERSON AVE,4815 ANDERSON AVE,4815 Anderson Ave
2013,05/09/2013 17:15,10000,HOMICIDE,7001,WEIL AVE,7001 WEIL AVE,7001 Weil Ave
2013,05/21/2013 01:40,10000,HOMICIDE,3725,DARBY ST,3725 DARBY ST,3725 Darby St
2013,05/21/2013 23:02,10000,HOMICIDE,2101,E OBEAR AVE,2101 E OBEAR AVE,2101 E Obear Ave
2013,05/26/2013 18:24,10000,HOMICIDE,2148,FARRAR ST,2148 FARRAR ST,2148 Farrar St
2013,05/30/2013 01:03,10000,HOMICIDE,1509,E LINTON AVE,1509 E LINTON AVE,1509 E Linton Ave
2013,05/31/2013 11:20,10000,HOMICIDE,4400,CHIPPEWA ST,4400 CHIPPEWA ST,4400 Chippewa St
2013,6/6/2013 22:17,10000,HOMICIDE,4530,ALCOTT AVE,4530 ALCOTT AVE,4530 Alcott Ave
2013,6/10/2013 0:31,10000,HOMICIDE,5604,GRAVOIS AVE,5604 GRAVOIS AVE,5604 Gravois Ave
2013,6/10/2013 11:35,10000,HOMICIDE,6130,VERMONT AVE,6130 VERMONT AVE,6130 Vermont Ave
2013,6/13/2013 13:25,10000,HOMICIDE,2715,CHEROKEE ST,2715 CHEROKEE ST,2715 Cherokee St
2013,6/13/2013 13:25,10000,HOMICIDE,2715,CHEROKEE ST,2715 CHEROKEE ST,2715 Cherokee St
2013,6/13/2013 13:25,10000,HOMICIDE,2715,CHEROKEE ST,2715 CHEROKEE ST,2715 Cherokee St
2013,6/21/2013 16:00,10000,HOMICIDE,4330,COLLEGE AVE,4330 COLLEGE AVE,4330 College Ave
2013,6/25/2013 11:30,10000,HOMICIDE,5025,COTE BRILLIANTE AV,5025 COTE BRILLIANTE AV,5025 Cote Brilliante Av
2013,6/29/2013 0:01,10000,HOMICIDE,3462,TENNESSEE AVE,3462 TENNESSEE AVE,3462 Tennessee Ave
2013,6/29/2013 0:01,10000,HOMICIDE,3462,TENNESSEE AVE,3462 TENNESSEE AVE,3462 Tennessee Ave
2013,6/29/2013 23:40,10000,HOMICIDE,5528,PERSHING AVE,5528 PERSHING AVE,5528 Pershing Ave
2013,07/01/2013 08:48,10000,HOMICIDE,2801,SAMUEL SHEPARD DR,2801 SAMUEL SHEPARD DR,2801 Samuel Shepard Dr
2013,07/06/2013 15:15,10000,HOMICIDE,5457,PAGE BLVD,5457 PAGE BLVD,5457 Page Blvd
2013,07/08/2013 22:40,10000,HOMICIDE,2739,SEMPLE AVE,2739 SEMPLE AVE,2739 Semple Ave
2013,07/10/2013 03:30,10000,HOMICIDE,5123,GOODFELLOW BLVD,5123 GOODFELLOW BLVD,5123 Goodfellow Blvd
2013,07/10/2013 19:10,10000,HOMICIDE,2036,E JOHN AVE,2036 E JOHN AVE,2036 E John Ave
2013,07/16/2013 16:15,10000,HOMICIDE,3943,ASHLAND AVE,3943 ASHLAND AVE,3943 Ashland Ave
2013,07/18/2013 00:01,10000,HOMICIDE,10,N 7TH ST,10 N 7TH ST,10 N 7th St
2013,07/21/2013 03:23,10000,HOMICIDE,4210,NEOSHO ST,4210 NEOSHO ST,4210 Neosho St
2013,07/29/2013 07:50,10000,HOMICIDE,4451,LABADIE AVE,4451 LABADIE AVE,4451 Labadie Ave
2013,7/30/2013 12:00,10000,HOMICIDE,2918,NA,NA,
2013,07/31/2013 06:30,10000,HOMICIDE,1372,BURD AVE,1372 BURD AVE,1372 Burd Ave
2013,08/03/2013 02:30,10000,HOMICIDE,2104,E ALICE AVE,2104 E ALICE AVE,2104 E Alice Ave
2013,08/03/2013 17:55,10000,HOMICIDE,4719,GOODFELLOW BLVD,4719 GOODFELLOW BLVD,4719 Goodfellow Blvd
2013,08/04/2013 09:50,10000,HOMICIDE,1715,ANNIE MALONE DR,1715 ANNIE MALONE DR,1715 Annie Malone Dr
2013,08/06/2013 22:35,10000,HOMICIDE,3454,JUNIATA ST,3454 JUNIATA ST,3454 Juniata St
2013,08/09/2013 20:45,10000,HOMICIDE,4295,E KOSSUTH AVE,4295 E KOSSUTH AVE,4295 E Kossuth Ave
2013,08/09/2013 20:45,10000,HOMICIDE,4295,E KOSSUTH AVE,4295 E KOSSUTH AVE,4295 E Kossuth Ave
2013,08/14/2013 23:35,10000,HOMICIDE,1319,N 7TH ST,1319 N 7TH ST,1319 N 7th St
2013,08/15/2013 17:50,10000,HOMICIDE,4721,LOUISIANA AVE,4721 LOUISIANA AVE,4721 Louisiana Ave
2013,08/22/2013 22:46,10000,HOMICIDE,5501,NATURAL BRIDGE AVE,5501 NATURAL BRIDGE AVE,5501 Natural Bridge Ave
2013,08/26/2013 01:05,10000,HOMICIDE,5382,SAINT LOUIS AVE,5382 SAINT LOUIS AVE,5382 Saint Louis Ave
2013,08/31/2013 00:40,10000,HOMICIDE,443,MEMORIAL DR,443 MEMORIAL DR,443 Memorial Dr
2013,9/2/2013 16:15,10000,HOMICIDE,1103,MCLARAN AVE,1103 MCLARAN AVE,1103 Mclaran Ave
2013,9/7/2013 23:35,10000,HOMICIDE,5035,DURANT AVE,5035 DURANT AVE,5035 Durant Ave
2013,9/9/2013 2:04,10000,HOMICIDE,8410,HALLS FERRY RD,8410 HALLS FERRY RD,8410 Halls Ferry Rd
2013,9/11/2013 21:21,10000,HOMICIDE,3931,SHREVE AVE,3931 SHREVE AVE,3931 Shreve Ave
2013,9/20/2013 19:00,10000,HOMICIDE,3718,COTE BRILLIANTE AV,3718 COTE BRILLIANTE AV,3718 Cote Brilliante Av
2013,9/22/2013 2:25,10000,HOMICIDE,3916,N FLORISSANT AVE,3916 N FLORISSANT AVE,3916 N Florissant Ave
2013,9/22/2013 19:39,10000,HOMICIDE,8606,PARK LN,8606 PARK LN,8606 Park Ln
2013,9/23/2013 23:13,10000,HOMICIDE,0,"XY(88006780,102243",NA,
2013,9/27/2013 23:00,10000,HOMICIDE,4738,COTE BRILLIANTE AV,4738 COTE BRILLIANTE AV,4738 Cote Brilliante Av
2013,9/29/2013 13:55,10000,HOMICIDE,3542,OREGON AVE,3542 OREGON AVE,3542 Oregon Ave
2013,10/2/2013 18:13,10000,HOMICIDE,5650,MINERVA AVE,5650 MINERVA AVE,5650 Minerva Ave
2013,10/5/2013 16:00,10000,HOMICIDE,1901,N TAYLOR AVE,1901 N TAYLOR AVE,1901 N Taylor Ave
2013,10/7/2013 1:49,10000,HOMICIDE,5939,GOODFELLOW BLVD,5939 GOODFELLOW BLVD,5939 Goodfellow Blvd
2013,10/9/2013 8:00,10000,HOMICIDE,4451,WASHINGTON AVE,4451 WASHINGTON AVE,4451 Washington Ave
2013,10/11/2013 0:02,10000,HOMICIDE,7512,VERMONT AVE,7512 VERMONT AVE,7512 Vermont Ave
2013,10/11/2013 13:12,10000,HOMICIDE,3815,LABADIE AVE,3815 LABADIE AVE,3815 Labadie Ave
2013,10/13/2013 0:49,10000,HOMICIDE,1817,MCLARAN AVE,1817 MCLARAN AVE,1817 Mclaran Ave
2013,10/13/2013 0:49,10000,HOMICIDE,1817,MCLARAN AVE,1817 MCLARAN AVE,1817 Mclaran Ave
2013,10/13/2013 6:35,10000,HOMICIDE,4240,CALIFORNIA AVE,4240 CALIFORNIA AVE,4240 California Ave
2013,10/13/2013 22:05,10000,HOMICIDE,5212,BLAIR AVE,5212 BLAIR AVE,5212 Blair Ave
2013,10/17/2013 16:02,10000,HOMICIDE,713,BITTNER ST,713 BITTNER ST,713 Bittner St
2013,10/19/2013 21:20,10000,HOMICIDE,2815,SIDNEY ST,2815 SIDNEY ST,2815 Sidney St
2013,10/22/2013 7:15,10000,HOMICIDE,3025,GOODFELLOW BLVD,3025 GOODFELLOW BLVD,3025 Goodfellow Blvd
2013,10/25/2013 12:21,10000,HOMICIDE,1404,UNION BLVD,1404 UNION BLVD,1404 Union Blvd
2013,10/26/2013 3:25,10000,HOMICIDE,5815,DR MARTIN LUTHER K,5815 DR MARTIN LUTHER K,5815 Dr Martin Luther K
2013,10/30/2013 2:30,10000,HOMICIDE,1141,AUBERT AVE,1141 AUBERT AVE,1141 Aubert Ave
2013,11/7/2013 3:20,10000,HOMICIDE,5353,COTE BRILLIANTE AV,5353 COTE BRILLIANTE AV,5353 Cote Brilliante Av
2013,11/7/2013 13:00,10000,HOMICIDE,1470,E ADELAIDE AVE,1470 E ADELAIDE AVE,1470 E Adelaide Ave
2013,11/12/2013 0:45,10000,HOMICIDE,1518,CASS AVE,1518 CASS AVE,1518 Cass Ave
2013,11/12/2013 12:37,10000,HOMICIDE,5949,WABADA AVE,5949 WABADA AVE,5949 Wabada Ave
2013,11/14/2013 22:15,10000,HOMICIDE,4745,HAMMETT PL,4745 HAMMETT PL,4745 Hammett Pl
2013,11/15/2013 13:40,10000,HOMICIDE,4473,CLARENCE AVE,4473 CLARENCE AVE,4473 Clarence Ave
2013,11/24/2013 1:00,10000,HOMICIDE,5321,ST LOUIS AVE,5321 ST LOUIS AVE,5321 St Louis Ave
2013,11/24/2013 22:13,10000,HOMICIDE,6600,MINNESOTA AVE,6600 MINNESOTA AVE,6600 Minnesota Ave
2013,11/25/2013 22:18,10000,HOMICIDE,4548,MARGARETTA AVE,4548 MARGARETTA AVE,4548 Margaretta Ave
2013,11/29/2013 2:00,10000,HOMICIDE,1000,LAMI ST,1000 LAMI ST,1000 Lami St
2013,12/1/2013 0:15,10000,HOMICIDE,619,WITHERS AVE,619 WITHERS AVE,619 Withers Ave
2013,12/4/2013 20:50,10000,HOMICIDE,8549,CHURCH RD,8549 CHURCH RD,8549 Church Rd
2013,12/5/2013 12:55,10000,HOMICIDE,3521,KOSSUTH AVE,3521 KOSSUTH AVE,3521 Kossuth Ave
2013,12/5/2013 14:05,10000,HOMICIDE,4432,ELMBANK AVE,4432 ELMBANK AVE,4432 Elmbank Ave
2013,12/5/2013 14:05,10000,HOMICIDE,4432,ELMBANK AVE,4432 ELMBANK AVE,4432 Elmbank Ave
2013,12/6/2013 17:49,10000,HOMICIDE,3722,UPTON ST,3722 UPTON ST,3722 Upton St
2013,12/8/2013 23:00,10000,HOMICIDE,5128,WABADA AVE,5128 WABADA AVE,5128 Wabada Ave
2013,12/15/2013 18:52,10000,HOMICIDE,1211,HOGAN ST,1211 HOGAN ST,1211 Hogan St
2013,12/19/2013 6:20,10000,HOMICIDE,1462,ARLINGTON AVE,1462 ARLINGTON AVE,1462 Arlington Ave
2013,12/21/2013 22:13,10000,HOMICIDE,5323,NORTHLAND,5323 NORTHLAND,5323 Northland
2013,12/21/2013 23:36,10000,HOMICIDE,7800,N BROADWAY,7800 N BROADWAY,7800 N Broadway
2013,12/25/2013 22:15,10000,HOMICIDE,3849,COTTAGE AVE,3849 COTTAGE AVE,3849 Cottage Ave
2013,12/28/2013 23:45,10000,HOMICIDE,2805,N 19TH ST,2805 N 19TH ST,2805 N 19th St
2013,12/29/2013 13:40,10000,HOMICIDE,4029,PECK ST,4029 PECK ST,4029 Peck St
2013,12/29/2013 13:40,10000,HOMICIDE,4029,PECK ST,4029 PECK ST,4029 Peck St
2013,12/30/2013 1:23,10000,HOMICIDE,2700,N 11TH ST,2700 N 11TH ST,2700 N 11th St
2013,12/30/2013 21:58,10000,HOMICIDE,5884,TERRY AVE,5884 TERRY AVE,5884 Terry Ave
2014,01/06/2014 19:24,10000,HOMICIDE,4533,BLAIR AVE,4533 BLAIR AVE,4533 Blair Ave
2014,01/08/2014 00:53,10000,HOMICIDE,2649,HICKORY ST,2649 HICKORY ST,2649 Hickory St
2014,01/08/2014 10:30,10000,HOMICIDE,881,RIVERTRAIL CT,881 RIVERTRAIL CT,881 Rivertrail Ct
2014,01/08/2014 21:00,10000,HOMICIDE,5655,KINGSBURY AVE,5655 KINGSBURY AVE,5655 Kingsbury Ave
2014,01/11/2014 16:40,10000,HOMICIDE,1263,N EUCLID AVE,1263 N EUCLID AVE,1263 N Euclid Ave
2014,01/14/2014 11:36,10000,HOMICIDE,4916,DAVISON AVE,4916 DAVISON AVE,4916 Davison Ave
2014,01/20/2014 20:55,10000,HOMICIDE,5867,ELMBANK AVE,5867 ELMBANK AVE,5867 Elmbank Ave
2014,01/21/2014 00:30,10000,HOMICIDE,4677,POPE AVE,4677 POPE AVE,4677 Pope Ave
2014,01/21/2014 20:30,10000,HOMICIDE,4444,FOREST PARK AVE,4444 FOREST PARK AVE,4444 Forest Park Ave
2014,01/21/2014 20:39,10000,HOMICIDE,3038,ROLLA PL,3038 ROLLA PL,3038 Rolla Pl
2014,01/26/2014 20:12,10000,HOMICIDE,1509,PRESERVATION PL,1509 PRESERVATION PL,1509 Preservation Pl
2014,01/26/2014 20:20,10000,HOMICIDE,3210,MOUNT PLEASANT ST,3210 MOUNT PLEASANT ST,3210 Mount Pleasant St
2014,01/26/2014 20:20,10000,HOMICIDE,3210,MOUNT PLEASANT ST,3210 MOUNT PLEASANT ST,3210 Mount Pleasant St
2014,01/27/2014 13:28,10000,HOMICIDE,1510,MONTGOMERY ST,1510 MONTGOMERY ST,1510 Montgomery St
2014,01/28/2014 19:30,10000,HOMICIDE,4915,ASHBY AVE,4915 ASHBY AVE,4915 Ashby Ave
2014,2/1/2014 1:42,10000,HOMICIDE,5380,QUEENS AVE,5380 QUEENS AVE,5380 Queens Ave
2014,2/3/2014 14:55,10000,HOMICIDE,7875,GOYA PL,7875 GOYA PL,7875 Goya Pl
2014,2/10/2014 10:11,10000,HOMICIDE,3001,N WHARF ST,3001 N WHARF ST,3001 N Wharf St
2014,2/11/2014 2:15,10000,HOMICIDE,1405,ROWAN AVE,1405 ROWAN AVE,1405 Rowan Ave
2014,2/12/2014 12:02,10000,HOMICIDE,5403,UNION BLVD,5403 UNION BLVD,5403 Union Blvd
2014,2/27/2014 12:15,10000,HOMICIDE,1701,UNION BLVD,1701 UNION BLVD,1701 Union Blvd
2014,3/1/2014 0:55,10000,HOMICIDE,2728,ACCOMAC ST,2728 ACCOMAC ST,2728 Accomac St
2014,3/4/2014 7:11,10000,HOMICIDE,2572,W SULLIVAN AVE,2572 W SULLIVAN AVE,2572 W Sullivan Ave
2014,3/5/2014 17:25,10000,HOMICIDE,4141,N NEWSTEAD AVE,4141 N NEWSTEAD AVE,4141 N Newstead Ave
2014,3/7/2014 21:40,10000,HOMICIDE,4955,COTE BRILLIANTE AV,4955 COTE BRILLIANTE AV,4955 Cote Brilliante Av
2014,3/11/2014 0:48,10000,HOMICIDE,5037,ARLINGTON AVE,5037 ARLINGTON AVE,5037 Arlington Ave
2014,3/11/2014 21:10,10000,HOMICIDE,2505,HODIAMONT AVE,2505 HODIAMONT AVE,2505 Hodiamont Ave
2014,3/14/2014 21:25,10000,HOMICIDE,2908,UNIVERSITY ST,2908 UNIVERSITY ST,2908 University St
2014,3/15/2014 17:35,10000,HOMICIDE,3519,PENNSYLVANIA AVE,3519 PENNSYLVANIA AVE,3519 Pennsylvania Ave
2014,3/17/2014 21:54,10000,HOMICIDE,4946,ALDINE AVE,4946 ALDINE AVE,4946 Aldine Ave
