cs_year,date_occur,address_norm,gw_addrrecnum,gw_x,gw_y,gw_source
2009,06/11/2009 10:30,2712 Geyer Ave,10129249,-90.22416901535003,38.61300853204356,local
2009,06/15/2009 06:49,Kennedy Forest,NA,NA,NA,NA
2009,06/16/2009 23:05,3852 Kennerly Ave,10080979,-90.22719840133483,38.656144654610735,local
2009,06/20/2009 22:05,3700 Kosciusko St,10286633,-90.2170992143871,38.586331540957204,local
2009,06/22/2009 02:23,4562 Adelaide Ave,10207884,-90.22035985694775,38.674290619120775,local
2009,06/27/2009 05:45,1900 Mallinckrodt St,10213086,-90.20095332840839,38.659361183576266,local
2009,06/27/2009 23:27,5391 Dr Martin Luther King,10009775,-90.27023866086637,38.66747127047461,"local, short"
2009,06/28/2009 22:35,1627 Cole St,10074139,-90.2008325947299,38.636599363211424,local
2009,07/01/2009 07:53,720 Union Blvd,10045435,-90.27284230470148,38.65287483327798,local
2009,07/03/2009 04:43,Memorial Dr at Washin,NA,NA,NA,NA
2009,07/10/2009 23:31,1515 Newhouse Ave,10318877,-90.20279629955404,38.66473409391046,local
2009,07/11/2009 02:04,4673 Margaretta Ave,10189026,-90.24179214532258,38.675330265298186,local
2009,07/11/2009 20:04,2839 S Jefferson Ave,10077889,-90.22394738141482,38.6019920722027,local
2009,07/13/2009 20:20,5015 Union,10046138,-90.24738595947001,38.690631977577915,"local, short"
2009,07/16/2009 23:15,840 Wall St,10286731,-90.2306342853045,38.71911507099255,local
2009,07/16/2009 23:15,840 Wall St,10286731,-90.2306342853045,38.71911507099255,local
2009,07/17/2009 10:30,5846 Elmbank,10246140,-90.27404443077573,38.68325840445102,"local, short"
2009,07/17/2009 18:00,8606 Church Rd,10253782,-90.23276198472036,38.71714758051703,local
2009,07/28/2009 07:28,5028 Cote Brilliante Ave,NA,NA,NA,NA
2009,07/30/2009 20:55,1820 N Grand Blvd,10054738,-90.22407330581083,38.65011697230443,local
2009,08/01/2009 11:54,1124 Linton Ave,10232541,-90.20858826189489,38.676801708595846,local
2009,08/04/2009 19:25,807 Clara Ave,10079884,-90.28188058404798,38.656364470234564,local
2009,08/06/2009 21:05,5056 Minerva Ave,10051477,-90.2640667629783,38.66077562641093,local
2009,08/11/2009 00:16,4679 Pope Ave,10249714,-90.22542033351756,38.68080372922149,local
2009,08/11/2009 20:16,2817 Hadley St,10205284,-90.19577884146435,38.652460274381085,local
2009,08/12/2009 23:18,2022 E Warne Ave,10289158,-90.21584113980235,38.67502627597069,local
2009,08/15/2009 02:37,7820 N Broadway,10042495,-90.22967893484083,38.70634241988944,local
2009,08/16/2009 01:45,3031 Belt Ave,NA,NA,NA,NA
2009,08/16/2009 05:20,622 Chouteau Ave,10037352,-90.19535764029095,38.61722641650833,local
2009,08/18/2009 21:13,2609 Rauschenbach Ave,10248289,-90.20519085231797,38.64987383968497,local
2009,08/18/2009 21:25,4945 Theodore Ave,10281045,-90.24100139253359,38.68720652447188,local
2009,08/19/2009 20:26,5800 Etzel Ave,NA,NA,NA,NA
2009,08/26/2009 20:09,3759 Chippewa St,NA,NA,NA,NA
2009,08/28/2009 23:14,4209 N 20th St,10143306,-90.20594774798374,38.665805724140974,local
2009,08/29/2009 21:42,5093 Geraldine Ave,10222014,-90.244429987469,38.69116180085228,local
2009,09/07/2009 01:57,3639 Cass Ave,10032194,-90.22703201434472,38.64894907053129,local
2009,09/08/2009 20:02,3120 Bell Ave,10130867,-90.22318537320838,38.64050930260859,local
2009,09/10/2009 01:34,3618 Cottage Ave,10137416,-90.22366208904354,38.6525919345736,local
2009,09/11/2009 23:27,1343 Montclair Ave,10212552,-90.27810860993034,38.665713675772395,local
2009,09/12/2009 17:55,5930 Mcarthur Ave,10272046,-90.27256522089701,38.68929340056012,local
2009,09/14/2009 17:23,5838 Romaine Pl,10258192,-90.28301547621143,38.66925984659378,local
2009,09/17/2009 13:32,4903 Fountain Ave,10196801,-90.25984934785839,38.65604319434253,local
2009,09/18/2009 02:05,3326 Arlington Ave,10101572,-90.26210917278709,38.67835292625488,local
2009,09/18/2009 08:06,2839 Park Ave,10040559,-90.22602322131354,38.61927140835602,local
2009,09/18/2009 15:40,3100 Rolla Pl,10261927,-90.2322815109443,38.663498751475466,local
2009,09/22/2009 04:00,1716 Union Blvd,10045537,-90.26583395572429,38.66758817532347,local
2009,09/28/2009 15:57,4873 Saint Louis Ave,NA,NA,NA,NA
2009,09/30/2009 18:25,1230 St Ange Ln,NA,NA,NA,NA
2009,10/03/2009 16:35,4340 Lee Ave,10105273,-90.23126544853214,38.67352411783244,local
2009,10/04/2009 22:36,4714 N 20th St,10142738,-90.20928969409366,38.67178398718716,local
2009,10/05/2009 00:40,902 Hickory St,10075391,-90.1988584943218,38.61564088235225,local
2009,10/05/2009 19:35,6332 Stratford Ave,NA,NA,NA,NA
2009,10/11/2009 18:19,5500 Saint Louis Ave,NA,NA,NA,NA
2009,10/11/2009 18:55,2621 Accomac St,10250470,-90.22292517582835,38.60966492485923,local
2009,10/11/2009 20:06,4115 N Taylor Ave,10065498,-90.23747435851179,38.67548651870864,local
2009,10/11/2009 21:05,3526 Vista Ave,10174999,-90.23632199525169,38.621131213480666,local
2009,10/14/2009 15:30,1500 Billups Ave,NA,NA,NA,NA
2009,10/16/2009 04:17,5217 Robin Ave,10265714,-90.25271013098812,38.69995204203963,local
2009,10/16/2009 21:41,2021 E Grand Blvd,10260853,-90.20934038929305,38.67031693259402,local
2009,10/17/2009 19:45,720 N Tucker Blvd,10247604,-90.19566569806639,38.63277401189215,local
2009,10/19/2009 19:44,4113 Shreve Ave,10197116,-90.24290258695027,38.67804149189228,local
2009,10/23/2009 15:39,4952 Rosalie St,NA,NA,NA,NA
2009,10/24/2009 02:26,3929 N 21st St,10203697,-90.20561290178,38.66251519149753,local
2009,10/24/2009 19:00,4236 N 20th St,10142628,-90.20578727379812,38.66673148638191,local
2009,10/26/2009 22:20,3165 Texas Ave,10141376,-90.22585114403324,38.59735029452548,local
2009,10/28/2009 16:03,4246 N 19th St,10181467,-90.20480585529779,38.66733173436859,local
2009,10/28/2009 19:45,5863 Plymouth Ave,10201897,-90.28652025235291,38.66530324221798,local
2009,10/29/2009 02:44,4343 De Soto,10228784,-90.21588476620944,38.671493688650436,"local, short"
2009,11/02/2009 04:14,1501 Switzer,10319841,-90.24196286514511,38.714701102616885,"local, short"
2009,11/04/2009 17:07,5936 Emma Ave,10301177,-90.25288200192392,38.704701609787776,local
2009,11/04/2009 19:15,5739 Goodfellow Pl,10331400,-90.27177866623697,38.68191828466255,local
2009,11/07/2009 20:42,1393 Temple Pl,10224721,-90.27892914040623,38.6679448956716,local
2009,11/09/2009 20:28,2011 E Grand Blvd,10260843,-90.2090871391863,38.6704521610325,local
2009,11/10/2009 15:50,8915 Newby St,10296981,-90.23549981445092,38.71947129729043,local
